node_id,title,subject,published_date,price,level,realSchool,school,Page Rank,community,eigenvector centrality,closness centrality,betweeness centrality,weighted degree,degree,clustering coefficient
n633,"The Beauty and Joy of Computing (CS Principles), Part 1",Computer Science,09/02/2014,Closed,Intermediate,UC Berkeley,UC Berkeley,0.002089726,11,0.318439447,0.378602833,0.066214352,73,46,0.529468599
n138,Marketing Analytics: Competitive Analysis and Market Segmentation,Business & Management,04/04/2016,51~100,Introductory,UC Berkeley,UC Berkeley,0.001528855,6,0.084614426,0.361980383,0.065417506,31,26,0.267692308
n459,English Grammar and Style,Humanities,02/03/2016,Closed,Introductory,UQ,UQ,0.001177492,1,0.044052969,0.359295318,0.065058311,21,18,0.352941176
n617,Social Learning for Social Impact,Social Sciences,07/15/2015,Free,Introductory,McGill,Others,0.00137549,5,0.112511478,0.378417969,0.065037169,26,24,0.373188406
n122,Social Work Practice: Advocating Social Justice and Change,Social Sciences,02/29/2016,1~50,Intermediate,Michigan,Others,0.001112741,5,0.07972066,0.370458891,0.064791897,18,18,0.418300654
n598,Teaching Historical Inquiry with Objects,Education & Teacher Training,02/19/2015,Closed,Introductory,Smithsonian,Others,0.000917,14,0.024109032,0.345982143,0.063813065,12,11,0.109090909
n505,Sustainable Urban Development: Discover Advanced Metropolitan Solutions,Engineering,07/31/2015,Closed,Intermediate,DelftX&Wageningen,Others,0.001256199,5,0.062738403,0.367124586,0.063731329,24,20,0.347368421
n259,eHealth ? Opportunities and Challenges,Computer Science,11/13/2015,Free,Intermediate,KI,KI,0.001015247,5,0.060965301,0.376396309,0.063025817,17,16,0.266666667
n344,Developing Windows 10 Universal Apps - Part 1,Computer Science,03/16/2016,1~50,Introductory,Microsoft,Microsoft,0.00157625,9,0.058553675,0.348784878,0.062949575,36,26,0.375384615
n707,Positive Behavior Support for Young Children,Communication,01/21/2015,noInfo,Introductory,UWashington,UWashington,0.00108741,10,0.044000815,0.35291439,0.062903735,16,16,0.508333333
n30,China (Part 8): Creating Modern China: The Birth of a Nation,History,03/07/2016,51~100,Introductory,Harvard,Harvard,0.00110002,15,0.032716529,0.333333333,0.062895482,28,16,0.683333333
n240,Data Analysis for Life Sciences 1: Statistics and R,Biology & Life Sciences,09/02/2015,Closed,Introductory,Harvard,Harvard,0.002171632,7,0.694667246,0.408109531,0.062308319,69,51,0.698823529
n728,"Discrete Time Signals and Systems, Part 1: Time Domain",Engineering,01/07/2015,Closed,Introductory,Rice,Rice,0.001476459,11,0.124300518,0.382905138,0.06202112,38,28,0.645502646
n224,The Book: Scrolls in the Age of the Book,Humanities,04/15/2015,Closed,Intermediate,Harvard,Harvard,0.001108234,4,0.034504658,0.324947589,0.061978109,16,16,0.658333333
n463,Communicating Corporate Social Responsibility (CSR),Business & Management,12/22/2015,Closed,Introductory,Louvain,Louvain,0.001474183,1,0.185349879,0.385188867,0.061943866,28,28,0.5
n185,Overview of Creating an edX Course,Education & Teacher Training,11/06/2014,Free,Intermediate,ed,ed,0.000943,5,0.019367232,0.337543554,0.061866143,12,12,0.363636364
n402,The Chemistry of Life,Biology & Life Sciences,01/21/2016,1~50,Introductory,KyotoU,KyotoU,0.001317571,8,0.064111189,0.358298659,0.061823285,25,22,0.575757576
n382,Intellectual Property Law and Policy - Part 2: Copyright and Trademark Laws,Law,10/22/2015,Closed,Introductory,Penn,Penn,0.00104343,10,0.056742699,0.368171021,0.061600944,18,16,0.358333333
n239,"CLEP Information Systems and Computer Applications, Part 2: Hardware",Computer Science,06/23/2015,1~50,Introductory,UPValencia,UPValencia,0.001826482,11,0.202138975,0.384806356,0.061561438,47,38,0.522048364
n586,International Politics in the Korean Peninsula ? Part 2,History,09/22/2015,Free,Intermediate,SNU,SNU,0.001726576,15,0.05216095,0.340959085,0.061251328,29,27,0.475783476
n82,Leaders of Learning,Education & Teacher Training,11/13/2015,51~100,Intermediate,Harvard,Harvard,0.001143153,5,0.033945422,0.352432924,0.061115443,20,17,0.389705882
n595,Food for Thought,Chemistry,07/16/2015,Closed,Advanced,McGill,Others,0.001807905,0,0.360554352,0.379158513,0.061001265,41,38,0.850640114
n107,International Human Rights,Law,04/06/2016,1~50,Introductory,Louvain,Louvain,0.001254631,10,0.046049923,0.359461967,0.060990604,22,19,0.391812865
n666,Building Cloud Apps with Microsoft Azure ? Part 3,Computer Science,04/15/2015,Closed,Intermediate,Microsoft,Microsoft,0.001391069,9,0.095339709,0.360632852,0.060968494,31,24,0.387681159
n639,Introduction to Bioelectricity,Engineering,07/13/2015,Closed,Introductory,Purdue,Purdue,0.000947,11,0.040204347,0.340809147,0.060684878,14,14,0.252747253
n647,Innovation Generation: How to Be Creative,Science,04/17/2015,Free,Introductory,UTHealthSPH,Others,0.001092058,6,0.030796605,0.35485348,0.060674033,19,16,0.316666667
n194,Introduction to Aeronautical Engineering,Engineering,04/30/2015,Free,Intermediate,Delft,Delft,0.000595,5,0.007779594,0.307783956,0.06039445,5,5,0.3
n477,Mastering Quantum Mechanics Part 1: Wave Mechanics,Physics,12/23/2015,Closed,Introductory,MIT,MIT,0.001295966,8,0.085342149,0.350045167,0.060295083,25,21,0.447619048
n338,How to Code: Systematic Program Design - Part 3,Computer Science,02/03/2016,1~50,Intermediate,UBC,UBC,0.001201772,11,0.092464347,0.372238232,0.060038425,28,21,0.442857143
n126,Intermediate Financial and Management Accounting,Business & Management,03/31/2016,noInfo,Advanced,ACCA,ACCA,0.002028512,6,0.146352909,0.376579203,0.059983853,56,39,0.488529015
n574,Take Your Medicine: How to Be a Savvy Consumer,Health & Safety,06/23/2015,Closed,Introductory,UTAustin,UTAustin,0.001133941,0,0.083390205,0.356158088,0.059841518,21,18,0.320261438
n742,Neuronal Dynamics - Computational Neuroscience of Single Neurons,Biology & Life Sciences,09/16/2014,Free,Introductory,EPFL,EPFL,0.000866,10,0.034130458,0.350996377,0.059746198,12,12,0.242424242
n10,IELTS Academic Test Preparation,Communication,06/18/2015,51~100,Introductory,UQ,UQ,0.001183742,1,0.057344716,0.361305361,0.059435059,20,19,0.391812865
n572,Preparing for the AP Calculus AB Exam ? Part 1: Derivatives,Math,10/09/2015,Closed,Intermediate,Rice,Rice,0.001163051,8,0.039621505,0.329787234,0.059225081,17,17,0.514705882
n208,AP¢ç Physics: Challenging Concepts from Physics 1 & Physics 2,Physics,07/01/2015,1~50,Introductory,Davidson Next,Davidson Next,0.001586327,8,0.08140011,0.348001796,0.058911193,28,27,0.615384615
n470,Introduction to Economics - Part 1: Microeconomics,Economics & Finance,01/29/2016,Closed,Introductory,SNU,SNU,0.001232106,6,0.062086788,0.365049458,0.05875153,22,20,0.273684211
n438,AP¢ç Physics 1 - Part 4: Exam Prep,Physics,07/24/2015,Closed,Introductory,Rice,Rice,0.001757287,8,0.106782682,0.36643026,0.058605872,47,32,0.550403226
n90,Nutrition and Health Part 3: Food Safety,Food & Nutrition,11/18/2015,1~50,Introductory,Wageningen,Wageningen,0.001850734,0,0.363205625,0.379715826,0.05823826,44,39,0.817813765
n437,AP¢ç Biology - Part 5: Review and Exam Preparation,Biology & Life Sciences,08/04/2015,Closed,Introductory,Rice,Rice,0.00176784,8,0.121705298,0.378787879,0.058193546,60,33,0.501893939
n519,Atomic and Optical Physics I ? Part 5: Coherence,Physics,08/31/2015,Closed,Introductory,MIT,MIT,0.001778852,8,0.08527143,0.347533632,0.058040691,46,30,0.56091954
n544,Calculus 1B: Integration,Math,09/09/2014,Closed,Introductory,MIT,MIT,0.00108296,8,0.030494991,0.336517586,0.058030292,19,16,0.475
n275,Embedded Systems - Shape The World,Computer Science,09/02/2015,1~50,Introductory,UTAustin,UTAustin,0.000999,9,0.032489551,0.342465753,0.057836325,16,15,0.523809524
n320,Dog Origins,Biology & Life Sciences,02/08/2016,301~400,Introductory,ASU,ASU,0.00103184,10,0.039534767,0.342768686,0.057236281,22,14,0.659340659
n157,AP¢ç Psychology - Part 1: What is Psychology?,Science,01/28/2016,1~50,Intermediate,UBC,UBC,0.000979,10,0.083843622,0.37804878,0.05717747,19,16,0.35
n42,"English at Work in Asia: Job Applications, CVs and Cover Letters",Humanities,12/29/2015,1~50,Intermediate,HKPolyU,HKPolyU,0.000874,7,0.036336355,0.354366712,0.057148739,16,12,0.272727273
n659,On Ramp to AP* Biology,Biology & Life Sciences,06/09/2015,Closed,Intermediate,Weston High School,Others,0.001362996,8,0.079334992,0.364362953,0.056590788,25,24,0.539855072
n551,The Extremes of Life: Microbes and Their Diversity,Biology & Life Sciences,09/09/2015,Closed,Introductory,KyotoU,KyotoU,0.000953,0,0.019368029,0.327834179,0.056476969,12,12,0.348484848
n327,Architecting Microsoft Azure Solutions,Computer Science,02/26/2016,51~100,Introductory,Microsoft,Microsoft,0.00146659,9,0.113026822,0.35485348,0.056125409,40,27,0.381766382
n102,Deciphering Secrets: Unlocking the Manuscripts of Medieval Burgos (Spain),History,04/08/2016,1~50,Introductory,UC3M,UC3M,0.000988,4,0.019748367,0.31710311,0.05593434,15,13,0.282051282
n668,Autonomous Mobile Robots,Computer Science,06/05/2015,Closed,Introductory,ETH,ETH,0.001101379,9,0.038158696,0.348784878,0.055758385,17,17,0.345588235
n104,"Developing International Software, Part 3",Computer Science,04/04/2016,1~50,Intermediate,Microsoft,Microsoft,0.001042893,6,0.072019426,0.370105062,0.055739441,21,17,0.352941176
n74,Cell Biology: Mitochondria,Biology & Life Sciences,03/09/2016,1~50,Introductory,Harvard,Harvard,0.001420741,8,0.07582577,0.366603595,0.055617141,28,24,0.550724638
n130,"Hollywood: History, Industry, Art",Art & Culture,01/13/2016,1~50,Introductory,Penn,Penn,0.001142762,0,0.130058105,0.362318841,0.05551736,20,20,0.652631579
n689,Building Cloud Apps with Microsoft Azure ? Part 2,Computer Science,04/14/2015,Closed,Advanced,Microsoft,Microsoft,0.001251503,9,0.095816729,0.36316776,0.055428618,35,22,0.402597403
n293,Programming Basics,Computer Science,02/01/2016,Closed,Introductory,IITBombay,IITBombay,0.001925801,11,0.301931155,0.366603595,0.055362677,47,42,0.530778165
n119,Optical Materials and Devices,Engineering,03/18/2016,1~50,Introductory,MIT,MIT,0.00106885,8,0.044343125,0.349571493,0.05508269,20,15,0.419047619
n68,English at Work in Asia: Preparing for a Job Interview,Humanities,12/30/2015,1~50,Intermediate,HKPolyU,HKPolyU,0.001233197,1,0.050645056,0.35485348,0.055068209,25,19,0.444444444
n695,Urban Water - Innovations for Environmental Sustainability,Environmental Studies,02/25/2015,Closed,Intermediate,UBC,UBC,0.001322784,5,0.078594461,0.365221489,0.054970808,25,22,0.411255411
n269,Analyzing and Visualizing Data with Power BI,Data Analysis & Statistics,12/21/2015,1~50,Intermediate,Microsoft,Microsoft,0.001829995,7,0.637152608,0.40238837,0.054965811,44,43,0.908084164
n688,Preparing for the AP* Computer Science A Exam ? Part 1,Computer Science,09/03/2014,Closed,Introductory,Cooper Union,Others,0.002005425,11,0.286127398,0.37134643,0.054750498,55,43,0.553709856
n487,Quality of Life: Livability in Future Cities,Architecture,12/22/2015,Closed,Introductory,ETH,ETH,0.001026001,5,0.046856957,0.360632852,0.054479586,25,15,0.352380952
n681,Building Cloud Apps with Microsoft Azure ? Part 1,Computer Science,05/14/2015,Closed,Intermediate,Microsoft,Microsoft,0.001262458,9,0.082721226,0.366257089,0.054259799,32,22,0.445887446
n655,The Immune System: New Developments in Research - Part 1,Biology & Life Sciences,11/18/2014,Closed,Intermediate,OsakaU,Others,0.000884,8,0.050641409,0.351473923,0.054155692,16,13,0.192307692
n373,Inclusive Leadership Training: Get Beyond Work-Life Balance,Business & Management,02/23/2016,1~50,Introductory,Catalyst,Others,0.001127146,5,0.063410853,0.360130112,0.053666043,22,18,0.496732026
n316,Water and Wastewater Treatment Engineering: Physicochemical Technology,Environmental Studies,12/23/2015,1~50,Introductory,Tsinghua,Tsinghua,0.001269338,5,0.071195221,0.364877589,0.053489103,28,21,0.423809524
n8,Introduction to Computer Science and Programming Using Python,Computer Science,04/11/2016,1~50,Introductory,MIT,MIT,0.002019386,11,0.314200226,0.373134328,0.053383867,52,44,0.534883721
n371,Dog Perception and Cognition,Biology & Life Sciences,02/08/2016,301~400,Introductory,ASU,ASU,0.001028938,10,0.039763107,0.344597599,0.052921309,21,14,0.637362637
n388,"Signals and Systems, Part 1",Engineering,03/10/2016,1~50,Introductory,IITBombay,IITBombay,0.001446948,11,0.142381086,0.383094414,0.052880612,39,28,0.656084656
n758,"Robot Mechanics and Control, Part II",Computer Science,04/01/2014,Free,Introductory,SNU,SNU,0.000919,11,0.035131503,0.353236098,0.052667652,16,13,0.333333333
n546,Predictive Analytics,Data Analysis & Statistics,10/08/2015,Closed,Introductory,IIMB,IIMB,0.001113536,7,0.153487183,0.358630264,0.052556288,23,20,0.384210526
n173,Quantum Cryptography,Computer Science,04/08/2016,1~50,Intermediate,CaltechX&Delft,Others,0.000915,8,0.020373629,0.326453243,0.052475645,12,12,0.348484848
n414,Introduction to Music Theory,Music,03/21/2016,1~50,Intermediate,Berklee,Others,0.001116636,15,0.037647259,0.35485348,0.052347153,17,17,0.558823529
n158,Entrepreneurial Opportunities,Business & Management,11/23/2015,1~50,Intermediate,Adelaide,Adelaide,0.000937,6,0.038635143,0.359962843,0.052127979,15,14,0.230769231
n760,Mechanics ReView,Engineering,04/16/2014,Free,Advanced,MIT,MIT,0.001090044,8,0.033970739,0.331763699,0.052034051,19,16,0.491666667
n660,Teaching With Technology and Inquiry: An Open Course For Teachers,Education & Teacher Training,04/14/2015,Closed,Introductory,University of Toronto,University of Toronto,0.001018846,6,0.050262769,0.360465116,0.051338542,16,16,0.575
n13,Data Analysis: Take It to the MAX(),Data Analysis & Statistics,12/03/2015,1~50,Introductory,Delft,Delft,0.001921705,7,0.644967253,0.399484536,0.050987996,55,45,0.844444444
n39,Risk Management Tools and Practices,Economics & Finance,03/07/2016,301~400,Advanced,new-york Institute of Finance,new-york Institute of Finance,0.001497573,6,0.098895509,0.364362953,0.050970169,31,27,0.544159544
n521,AP¢ç Biology - Part 3: Evolution and Diversity,Biology & Life Sciences,08/04/2015,Closed,Introductory,Rice,Rice,0.001644361,8,0.106423154,0.375848691,0.050831482,47,30,0.551724138
n301,Pragmatic Randomized Controlled Trials in Health Care,Biology & Life Sciences,12/09/2015,noInfo,Intermediate,KI,KI,0.001085397,5,0.062002607,0.350045167,0.050829151,18,17,0.242647059
n303,Health Professional Teaching Skills ? Level 1 ? Foundational,Education & Teacher Training,01/13/2016,1~50,Introductory,University of Toronto,University of Toronto,0.001916054,0,0.399715637,0.392405063,0.050614227,46,42,0.724738676
n394,English for Journalists: Key Concepts,Communication,02/08/2016,1~50,Intermediate,UC Berkeley,UC Berkeley,0.001246095,1,0.05881044,0.360968794,0.050417058,29,20,0.4
n534,Principles of Economics with Calculus,Business & Management,06/17/2015,Free,Intermediate,Caltech,Others,0.000828,6,0.030771907,0.353881279,0.05040055,12,12,0.378787879
n383,Introduction to Real-Time Systems,Computer Science,03/01/2016,1~50,Introductory,IEEE,IEEE,0.001381174,11,0.142249155,0.389056225,0.050204391,27,27,0.672364672
n664,Ignorance!,Humanities,05/01/2015,Closed,Introductory,ANU,ANU,0.000924,5,0.065335135,0.360632852,0.049626924,14,14,0.604395604
n591,"Fundamentals of Nanoelectronics, Part B: Quantum Transport",Electronics,07/20/2015,Closed,Intermediate,Purdue,Purdue,0.000987,8,0.02285702,0.324132162,0.049626498,14,13,0.358974359
n392,Introduction to Statistical Methods for Gene Mapping,Data Analysis & Statistics,04/06/2016,1~50,Intermediate,KyotoU,KyotoU,0.000889,7,0.128279848,0.353397173,0.049606352,17,15,0.371428571
n25,China (Part 3): Cosmopolitan Tang: Aristocratic Culture,History,03/07/2016,51~100,Introductory,Harvard,Harvard,0.001359595,15,0.041839583,0.335643136,0.049019176,30,21,0.514285714
n376,Behavioral Economics in Action,Business & Management,03/02/2016,1~50,Introductory,University of Toronto,University of Toronto,0.000849,6,0.040353362,0.354366712,0.048859521,14,13,0.269230769
n601,Underactuated Robotics,Computer Science,09/22/2015,Closed,Introductory,MIT,MIT,0.000882,11,0.034315835,0.346136668,0.048605053,12,12,0.378787879
n241,The Practitioner¡¯s Guide to Global Health - Part 1: The Big Picture,Medicine,09/14/2015,1~50,Introductory,BU,BU,0.002089189,0,0.410897751,0.398252826,0.04830741,54,46,0.684057971
n219,The Book: Books in the Medieval Liturgy,Literature,06/30/2015,Closed,Introductory,Harvard,Harvard,0.001365958,4,0.037549968,0.330913749,0.047645665,31,20,0.547368421
n73,Able-Minded - Mental Health and People with Intellectual Disability,Medicine,02/16/2016,51~100,Introductory,UQ,UQ,0.001999093,0,0.376736824,0.391611925,0.04743135,51,43,0.705426357
n750,"Introduction to Philosophy: God, Knowledge and Consciousness",Ethics,06/11/2014,Free,Introductory,MIT,MIT,0.000833,10,0.020026709,0.343072156,0.047127219,12,11,0.363636364
n600,Justice,Philosophy & Ethics,07/30/2015,Closed,Intermediate,Harvard,Harvard,0.001166661,10,0.02342627,0.338132635,0.046992991,19,16,0.325
n645,Thermodynamics,Engineering,07/13/2015,Closed,Introductory,IITBombay,IITBombay,0.000965,10,0.029562272,0.345519394,0.046837901,14,14,0.274725275
n188,Introduction to Actuarial Science,Economics & Finance,02/16/2016,1~50,Intermediate,ANU,ANU,0.000749,6,0.052258664,0.332760842,0.046762924,11,10,0.288888889
n287,Circular Economy: An Introduction,Design,01/11/2016,1~50,Introductory,Delft,Delft,0.000912,5,0.037324832,0.356158088,0.046759211,14,13,0.435897436
n578,Introduction to Managerial Economics,Business & Management,08/11/2015,Closed,Introductory,IIMB,IIMB,0.001180915,6,0.069760918,0.366603595,0.04672681,23,20,0.305263158
n378,HTML5 Introduction,Computer Science,01/25/2016,1~50,Intermediate,W3C,Others,0.00088,9,0.044565576,0.351633394,0.046617989,19,13,0.320512821
n770,Effective Thinking Through Mathematics,Math,11/13/2013,Free,Introductory,UTAustin,UTAustin,0.000971,8,0.027916452,0.346446133,0.046531718,14,14,0.461538462
n24,China (Part 2): The Creation and End of Centralized Empire,History,03/07/2016,51~100,Introductory,Harvard,Harvard,0.001249762,15,0.032947375,0.3248114,0.04651846,28,18,0.562091503
n629,"Science at the Polls: Biology for Voters, Part 1",Biology & Life Sciences,10/31/2014,Closed,Advanced,UC Berkeley,UC Berkeley,0.001163867,8,0.067210768,0.355178735,0.046200665,23,20,0.668421053
n311,Chinese History From Warring States to the Tang Dynasty,History,12/30/2015,1~50,Introductory,Tsinghua,Tsinghua,0.001086321,15,0.054399398,0.355341586,0.04531374,17,17,0.617647059
n426,Linear Differential Equations,Math,10/20/2015,1~50,Introductory,BU,BU,0.000957,11,0.075647139,0.355994488,0.045273896,23,15,0.238095238
n332,Programming with C#,Computer Science,03/10/2016,51~100,Intermediate,Microsoft,Microsoft,0.001592195,11,0.249626415,0.369575584,0.045267957,44,34,0.737967914
n571,Molecular Biology ? Part 2: Transcription and Transposition,Biology & Life Sciences,08/11/2015,Closed,Advanced,MIT,MIT,0.001348456,8,0.062389002,0.347377857,0.04431167,24,22,0.601731602
n769,Introduction to Statistics: Descriptive Statistics,Math,11/13/2013,Free,Intermediate,UC Berkeley,UC Berkeley,0.000948,7,0.127075887,0.348001796,0.044170231,18,15,0.371428571
n146,Introduction to Banking and Financial Markets - II,Economics & Finance,04/29/2016,1~50,Intermediate,IIMB,IIMB,0.001737569,6,0.111426306,0.363849765,0.044025052,41,32,0.506048387
n129,Hinduism Through Its Scriptures,Humanities,02/05/2016,1~50,Intermediate,Harvard,Harvard,0.001119588,4,0.016381595,0.325220311,0.043865485,19,14,0.406593407
n108,Introduction to Spark,Data Analysis & Statistics,02/08/2016,1~50,Intermediate,UC Berkeley,UC Berkeley,0.001123969,7,0.1256701,0.360130112,0.043550029,22,20,0.363157895
n52,"Visualizing Postwar Tokyo, Part 2",Social Sciences,04/21/2016,1~50,Intermediate,UTokyo,Others,0.000959,5,0.042225437,0.326866301,0.043533466,12,11,0.4
n775,Our Energetic Earth,Energy & Earth Sciences,11/13/2013,Free,Intermediate,University of Toronto,University of Toronto,0.00105501,5,0.034830528,0.342314488,0.043393339,16,15,0.323809524
n117,Pre-University Calculus,Math,03/11/2016,1~50,Introductory,Delft,Delft,0.001229221,8,0.042404976,0.347377857,0.043356147,27,19,0.50877193
n453,Cognitive Neuroscience Robotics ? Part A,Engineering,10/22/2015,Closed,Intermediate,OsakaU,Others,0.001040826,10,0.033052327,0.34368071,0.043158467,19,15,0.361904762
n86,Advancing Learning Through Evidence-Based STEM Teaching,Education & Teacher Training,04/20/2016,noInfo,Introductory,BU,BU,0.000898,0,0.072495676,0.367996201,0.043012869,15,14,0.285714286
n675,Global Markets and Personal Impacts,Communication,03/24/2015,Free,Intermediate,UWashington,UWashington,0.000789,6,0.040178417,0.351155415,0.042843821,11,11,0.345454545
n317,Astrophysics: Exploring Exoplanets,Physics,02/10/2016,1~50,Introductory,ANU,ANU,0.001098448,8,0.017565009,0.329366766,0.04185021,28,13,0.474358974
n164,International Law,Law,04/20/2016,1~50,Advanced,Louvain,Louvain,0.001033627,10,0.028380419,0.348001796,0.041797574,18,15,0.333333333
n450,Chinese Thought: Ancient Wisdom Meets Modern Science - Part 2,Art & Culture,12/23/2015,Closed,Introductory,UBC,UBC,0.001383362,15,0.043247696,0.348001796,0.041670855,25,21,0.5
n134,Implementation and Evaluation of Educational Technology,Education & Teacher Training,03/16/2016,1~50,Intermediate,MIT,MIT,0.00100326,5,0.062987017,0.374215355,0.041640018,18,16,0.35
n21,First Nights: Monteverdi¡¯s L¡¯Orfeo and the Birth of Opera,Music,03/09/2016,1~50,Introductory,Harvard,Harvard,0.001150274,15,0.036712929,0.345365419,0.041606626,19,17,0.558823529
n18,Mastering Quantum Mechanics Part 3: Entanglement and Angular Momentum,Physics,06/02/2014,1~50,Introductory,MIT,MIT,0.001296075,8,0.045461627,0.336810083,0.041504141,23,20,0.463157895
n514,A System View of Communications: From Signals to Packets (Part 3),Computer Science,03/18/2015,Closed,Intermediate,HKUST,HKUST,0.001401703,11,0.130404714,0.381397638,0.041383185,32,27,0.689458689
n641,Introduction to Oil Country Tubular Goods (OCTG),Engineering,03/17/2015,Free,Intermediate,TenarisUniversity,Others,0.000529,6,0.006630888,0.300271213,0.040865502,6,4,0.166666667
n560,"Computing: Art, Magic, Science - Part II",Computer Science,08/20/2015,Closed,Introductory,ETH,ETH,0.001402645,11,0.236774821,0.356485741,0.040819672,30,30,0.868965517
n535,Jane Eyre by Bronte: BerkeleyX Book Club,Humanities,01/15/2015,Closed,Introductory,UC Berkeley,UC Berkeley,0.001517976,4,0.051908805,0.337985172,0.040576605,33,23,0.549407115
n594,Debt Sustainability Analysis,Economics & Finance,04/07/2014,Free,Introductory,IMF,IMF,0.001015022,5,0.061082837,0.360297536,0.040469271,17,16,0.325
n776,Fundamentals of Clinical Trials,Health & Safety,11/13/2013,Free,Introductory,Harvard,Harvard,0.001061887,0,0.07609577,0.353075171,0.040049259,17,17,0.375
n398,Object-Oriented Programming,Computer Science,02/01/2016,Closed,Introductory,IITBombay,IITBombay,0.001419371,11,0.235598354,0.35962877,0.040023031,35,30,0.871264368
n423,The Fundamentals of Neuroscience Part 3: The Brain,Biology & Life Sciences,04/19/2016,noInfo,Advanced,Harvard,Harvard,0.000844,10,0.036316727,0.347533632,0.039996432,17,12,0.333333333
n262,Data Analysis for Life Sciences 3: Statistical Inference and Modeling for High-throughput Experiments,Biology & Life Sciences,09/24/2015,Closed,Intermediate,Harvard,Harvard,0.00202505,7,0.673881546,0.402806653,0.039924351,60,48,0.767730496
n715,"How Stuff Moves, Part 2: Angular Motion",Physics,01/12/2015,Closed,Introductory,HarveyMudd,HarveyMudd,0.001405395,8,0.05894397,0.350520127,0.039641983,34,23,0.4743083
n329,Statistical Thinking for Data Science and Analytics,Data Analysis & Statistics,01/27/2016,51~100,Introductory,Columbia,Columbia,0.002007956,7,0.654128462,0.401554404,0.039413016,60,47,0.798334875
n198,Yield Curve Analysis,Economics & Finance,04/28/2015,500<<,Introductory,new-york Institute of Finance,new-york Institute of Finance,0.000852,6,0.042883289,0.336225597,0.039286768,14,12,0.46969697
n697,Introduction to Metrics for Smart Cities,Engineering,01/29/2015,Closed,Introductory,IEEE,IEEE,0.00093,5,0.043130416,0.351633394,0.039188206,21,13,0.358974359
n498,Sensing Planet Earth ? From Core to Outer Space,Energy & Earth Sciences,11/20/2015,Closed,Introductory,Chalmers,Others,0.000762,5,0.038762715,0.352272727,0.039179451,10,10,0.311111111
n85,A Hands-on Introduction to Engineering Simulations,Engineering,02/11/2016,1~50,Introductory,Cornell,Cornell,0.000683,11,0.03889185,0.358630264,0.038996832,9,9,0.166666667
n372,Future Cities,Architecture,03/04/2016,1~50,Introductory,ETH,ETH,0.00114532,5,0.072355416,0.359295318,0.038830159,28,18,0.424836601
n298,Supply Chain Fundamentals,Business & Management,10/06/2015,Closed,Intermediate,MIT,MIT,0.001419705,6,0.104303029,0.366950758,0.038828309,43,26,0.507692308
n304,The Einstein Revolution,History,01/11/2016,Closed,Introductory,Harvard,Harvard,0.00140611,8,0.074324881,0.338723776,0.038682542,24,23,0.833992095
n91,Programming in Scratch,Computer Science,02/04/2016,1~50,Advanced,HarveyMudd,HarveyMudd,0.001892584,11,0.282072238,0.369399428,0.03825929,49,41,0.6
n389,"Signals and Systems, Part 2",Engineering,03/10/2016,1~50,Introductory,IITBombay,IITBombay,0.001399878,11,0.135873001,0.385380408,0.038106908,39,27,0.698005698
n0,Introduction to Computer Science,Computer Science,11/13/2013,51~100,Advanced,Harvard,Harvard,0.001619718,11,0.245558847,0.367647059,0.037574543,37,34,0.711229947
n271,Data Analysis for Life Sciences 4: High-Dimensional Data Analysis,Biology & Life Sciences,09/25/2015,Closed,Intermediate,Harvard,Harvard,0.001985499,7,0.669771252,0.403225806,0.037554038,60,47,0.792784459
n330,"Career Edge: Resume, Networking and Interview Skills",Business & Management,10/26/2015,1~50,Introductory,Fullbridge,Fullbridge,0.000882,7,0.036740222,0.346601073,0.037537954,19,12,0.348484848
n454,Innovation and IT Management,Business & Management,10/22/2015,Closed,Advanced,IIMB,IIMB,0.001125152,9,0.081574631,0.367124586,0.037408408,20,19,0.444444444
n583,User Experience (UX) Design: Human Factors and Culture in Design ,Art & Culture,07/21/2015,Closed,Intermediate,Tsinghua,Tsinghua,0.001136738,6,0.061336164,0.367821547,0.037168249,23,19,0.50877193
n169,Industrial Biotechnology,Biology & Life Sciences,03/11/2016,1~50,Intermediate,Delft,Delft,0.001079861,5,0.048278929,0.353881279,0.03714824,20,16,0.5
n325,Introduction to C++,Computer Science,02/26/2016,51~100,Introductory,Microsoft,Microsoft,0.0016308,11,0.256848203,0.368871966,0.03701911,40,35,0.712605042
n527,English Grammar and Essay Writing,Communication,09/22/2014,Free,Introductory,UC Berkeley,UC Berkeley,0.001344651,1,0.04763166,0.35179301,0.037001945,55,21,0.461904762
n261,Career Edge: Communication and Teamwork,Business & Management,10/26/2015,1~50,Advanced,Fullbridge,Fullbridge,0.00084,7,0.035713031,0.339614373,0.036765835,15,11,0.4
n154,Introduction to Business Strategy,Business & Management,01/25/2016,51~100,Advanced,IIMB,IIMB,0.001407527,1,0.169898709,0.375848691,0.036742507,29,27,0.555555556
n523,Implementing DNS in Microsoft Windows Server,Computer Science,12/02/2015,Closed,Intermediate,Microsoft,Microsoft,0.001346311,9,0.061491366,0.345519394,0.036714942,38,23,0.509881423
n584,Introduction to Functional Programming,Computer Science,06/26/2015,Closed,Intermediate,Delft,Delft,0.001605167,11,0.247250625,0.366084081,0.036302974,41,34,0.739750446
n57,HTML5 Part 1: HTML5 Coding Essentials and Best Practices,Computer Science,02/04/2016,51~100,Introductory,W3C,Others,0.000835,9,0.035951068,0.343224092,0.036145924,16,12,0.303030303
